Ticket ID,Priority,Support Team,Opened Date,Resolved Date,SLA Target Hours,Actual Resolution Hours,Breached SLA,Breach Reason,Incident Category,Business Service,Location,Channel,Customer Segment,Impact,Urgency,Opened Timestamp,Resolved Timestamp,SLA Variance Hours,Reassignment Count,Escalated,Major Incident,Resolution Code,Month,Week of Month,Day of Week
INC1023,P3,Infrastructure,2026-04-21,2026-04-22,24,16.3,No,N/A,Backup Failure,Server Compute,Monterrey,Self-Service Portal,Internal Operations,Low,Medium,2026-04-21 11:05,2026-04-22 03:23,-7.7,0,No,No,Resolved through workaround,April 2026,3,Tuesday
INC1004,P2,Network,2026-04-21,2026-04-21,8,6.0,No,N/A,Connectivity Issue,VPN,Monterrey,Monitoring,Internal Operations,High,High,2026-04-21 16:20,2026-04-21 22:20,-2.0,0,No,No,Configuration corrected,April 2026,3,Tuesday
INC1006,P3,Workplace,2026-04-22,2026-04-23,24,20.0,No,N/A,Endpoint Performance,VDI,Puebla,Chat,External Customers,Low,Medium,2026-04-22 08:30,2026-04-23 04:30,-4.0,0,No,No,Known error matched,April 2026,4,Wednesday
INC1058,P3,Network,2026-04-22,2026-04-22,24,5.6,No,N/A,DNS Issue,VPN,Mexico City,Monitoring,Finance,Medium,Low,2026-04-22 10:55,2026-04-22 16:31,-18.4,0,No,No,Known error matched,April 2026,4,Wednesday
INC1055,P3,Service Desk,2026-04-22,2026-04-23,24,12.9,No,N/A,Access Issue,End User Support,Toronto,Chat,Internal Operations,Low,Medium,2026-04-22 11:15,2026-04-23 00:09,-11.1,0,No,No,Resolved through workaround,April 2026,4,Wednesday
INC1077,P2,Workplace,2026-04-22,2026-04-22,8,4.3,No,N/A,Printer Issue,Printing Services,Puebla,Monitoring,Retail Branches,Medium,Medium,2026-04-22 11:25,2026-04-22 15:43,-3.7,0,No,No,Permanent fix applied,April 2026,4,Wednesday
INC1050,P2,Service Desk,2026-04-22,2026-04-22,8,3.7,No,N/A,Misrouted Ticket,End User Support,Mexico City,Monitoring,Retail Branches,High,Medium,2026-04-22 11:50,2026-04-22 15:32,-4.3,1,No,No,No fault found,April 2026,4,Wednesday
INC1156,P3,Network,2026-04-22,2026-04-22,24,8.0,No,N/A,DNS Issue,Corporate LAN,Remote,Self-Service Portal,Retail Branches,Medium,Low,2026-04-22 13:05,2026-04-22 21:05,-16.0,0,No,No,Known error matched,April 2026,4,Wednesday
INC1085,P3,Service Desk,2026-04-22,2026-04-22,24,7.7,No,N/A,Access Issue,IT Service Portal,Monterrey,Monitoring,Finance,Low,Low,2026-04-22 16:00,2026-04-22 23:42,-16.3,0,No,No,Known error matched,April 2026,4,Wednesday
INC1061,P3,Workplace,2026-04-22,2026-04-23,24,17.7,No,N/A,Device Issue,Laptop/Desktop,Mexico City,Chat,Retail Branches,Low,Low,2026-04-22 18:05,2026-04-23 11:47,-6.3,0,No,No,Resolved through workaround,April 2026,4,Wednesday
INC1005,P1,Application,2026-04-22,2026-04-22,4,5.0,Yes,Vendor dependency,Integration Failure,ERP Platform,Puebla,Monitoring,Finance,High,High,2026-04-22 18:25,2026-04-22 23:25,1.0,2,Yes,Yes,Vendor fix implemented,April 2026,4,Wednesday
INC1068,P2,Workplace,2026-04-22,2026-04-22,8,3.6,No,N/A,Printer Issue,Microsoft 365,Toronto,Chat,Finance,High,Medium,2026-04-22 18:45,2026-04-22 22:21,-4.4,1,Yes,No,Known error matched,April 2026,4,Wednesday
INC1081,P3,Service Desk,2026-04-23,2026-04-24,24,37.5,Yes,Pending user confirmation,Misrouted Ticket,Password Management,Monterrey,Self-Service Portal,Retail Branches,Medium,Medium,2026-04-23 08:25,2026-04-24 21:55,13.5,2,Yes,No,Closed after user confirmation,April 2026,4,Thursday
INC1038,P4,Service Desk,2026-04-23,2026-04-25,72,42.4,No,N/A,Account Lockout,Access Requests,Remote,Email,Internal Operations,Low,Medium,2026-04-23 08:50,2026-04-25 03:14,-29.6,0,No,No,Known error matched,April 2026,4,Thursday
INC1008,P4,Workplace,2026-04-23,2026-04-25,48,44.0,No,N/A,Software Install,Laptop/Desktop,Guadalajara,Phone,Sales,Low,Medium,2026-04-23 09:25,2026-04-25 05:25,-4.0,0,No,No,Service restored,April 2026,4,Thursday
INC1148,P1,Service Desk,2026-04-23,2026-04-23,4,1.8,No,N/A,Misrouted Ticket,End User Support,Mexico City,Phone,Sales,High,High,2026-04-23 11:05,2026-04-23 12:53,-2.2,0,Yes,No,Configuration corrected,April 2026,4,Thursday
INC1015,P4,Service Desk,2026-04-23,2026-04-24,72,29.3,No,N/A,Password Reset,Knowledge Base,Monterrey,Self-Service Portal,Finance,Low,Medium,2026-04-23 12:25,2026-04-24 17:43,-42.7,0,No,No,Configuration corrected,April 2026,4,Thursday
INC1057,P2,Infrastructure,2026-04-23,2026-04-24,8,18.0,Yes,Backup window conflict,Database Issue,Backup Platform,Puebla,Monitoring,Finance,High,High,2026-04-23 12:45,2026-04-24 06:45,10.0,2,Yes,No,Backup schedule adjusted,April 2026,4,Thursday
INC1087,P1,Service Desk,2026-04-23,2026-04-23,4,2.4,No,N/A,Password Reset,Password Management,Toronto,Monitoring,Internal Operations,High,High,2026-04-23 14:30,2026-04-23 16:54,-1.6,0,Yes,No,Permanent fix applied,April 2026,4,Thursday
INC1130,P1,Application,2026-04-23,2026-04-23,4,1.7,No,N/A,Application Error,ERP Platform,Mexico City,Chat,External Customers,High,High,2026-04-23 15:05,2026-04-23 16:47,-2.3,0,Yes,No,No fault found,April 2026,4,Thursday
INC1104,P4,Network,2026-04-23,2026-04-24,72,22.7,No,N/A,VPN Failure,Firewall Connectivity,Remote,Self-Service Portal,Finance,Low,Low,2026-04-23 15:40,2026-04-24 14:22,-49.3,0,No,No,Configuration corrected,April 2026,4,Thursday
INC1127,P3,Network,2026-04-23,2026-04-24,24,15.1,No,N/A,DNS Issue,Wi-Fi,Puebla,Self-Service Portal,External Customers,Low,Medium,2026-04-23 15:45,2026-04-24 06:51,-8.9,0,No,No,Resolved through workaround,April 2026,4,Thursday
INC1159,P3,Workplace,2026-04-23,2026-04-25,24,36.9,Yes,Delayed escalation,Device Issue,Microsoft 365,Mexico City,Chat,Sales,Medium,Medium,2026-04-23 16:35,2026-04-25 05:29,12.9,1,Yes,No,Escalated and resolved,April 2026,4,Thursday
INC1007,P2,Service Desk,2026-04-23,2026-04-24,8,12.0,Yes,Incorrect assignment,Access Issue,IT Service Portal,Mexico City,Monitoring,Internal Operations,High,Medium,2026-04-23 21:35,2026-04-24 09:35,4.0,2,Yes,No,Routed to correct team,April 2026,4,Thursday
INC1009,P3,Application,2026-04-24,2026-04-26,24,28.0,Yes,Pending user confirmation,Performance Degradation,ERP Platform,Remote,Monitoring,External Customers,Low,Low,2026-04-24 08:10,2026-04-25 12:10,4.0,3,Yes,No,Closed after user confirmation,April 2026,4,Friday
INC1019,P3,Application,2026-04-24,2026-04-26,24,44.6,Yes,Change-related issue,Integration Failure,CRM Portal,Remote,Phone,Executive Users,Medium,Low,2026-04-24 08:30,2026-04-26 05:06,20.6,2,Yes,No,Rollback completed,April 2026,4,Friday
INC1107,P2,Infrastructure,2026-04-24,2026-04-24,8,4.8,No,N/A,Server Alert,Server Compute,Monterrey,Self-Service Portal,Retail Branches,Medium,Medium,2026-04-24 10:15,2026-04-24 15:03,-3.2,0,Yes,No,Configuration corrected,April 2026,4,Friday
INC1142,P3,Service Desk,2026-04-24,2026-04-25,24,15.5,No,N/A,Access Issue,End User Support,Toronto,Phone,Retail Branches,Medium,Low,2026-04-24 10:45,2026-04-25 02:15,-8.5,0,No,No,Permanent fix applied,April 2026,4,Friday
INC1069,P4,Application,2026-04-24,2026-04-26,72,42.6,No,N/A,Data Issue,CRM Portal,Toronto,Email,Retail Branches,Low,Low,2026-04-24 11:00,2026-04-26 05:36,-29.4,0,No,No,No fault found,April 2026,4,Friday
INC1172,P1,Application,2026-04-24,2026-04-24,4,5.8,Yes,Knowledge gap,Performance Degradation,Customer Mobile App,Puebla,Phone,Finance,High,High,2026-04-24 12:15,2026-04-24 18:03,1.8,2,Yes,Yes,Knowledge article created,April 2026,4,Friday
INC1053,P3,Workplace,2026-04-24,2026-04-25,24,18.8,No,N/A,Software Install,VDI,Remote,Self-Service Portal,Executive Users,Medium,Low,2026-04-24 13:50,2026-04-25 08:38,-5.2,0,No,No,Known error matched,April 2026,4,Friday
INC1010,P2,Network,2026-04-24,2026-04-25,8,9.0,Yes,Delayed troubleshooting,Packet Loss,Corporate LAN,Remote,Self-Service Portal,Sales,Medium,High,2026-04-24 20:30,2026-04-25 05:30,1.0,3,Yes,No,Permanent fix applied,April 2026,4,Friday
INC1018,P1,Network,2026-04-24,2026-04-25,4,7.8,Yes,Change-related issue,Packet Loss,Wi-Fi,Puebla,Phone,Finance,High,High,2026-04-24 23:20,2026-04-25 07:08,3.8,2,Yes,Yes,Rollback completed,April 2026,4,Friday
INC1136,P4,Workplace,2026-04-25,2026-04-26,72,32.6,No,N/A,Device Issue,Microsoft 365,Guadalajara,Self-Service Portal,Finance,Low,Medium,2026-04-25 14:00,2026-04-26 22:36,-39.4,0,No,No,Service restored,April 2026,4,Saturday
INC1083,P3,Network,2026-04-25,2026-04-25,24,5.0,No,N/A,DNS Issue,Wi-Fi,Toronto,Monitoring,Internal Operations,Low,Low,2026-04-25 14:45,2026-04-25 19:45,-19.0,0,No,No,Permanent fix applied,April 2026,4,Saturday
INC1111,P3,Service Desk,2026-04-25,2026-04-26,24,13.8,No,N/A,Account Lockout,IT Service Portal,Monterrey,Monitoring,Sales,Low,Medium,2026-04-25 17:05,2026-04-26 06:53,-10.2,0,No,No,No fault found,April 2026,4,Saturday
INC1073,P4,Workplace,2026-04-25,2026-04-28,72,62.1,No,N/A,Device Issue,Laptop/Desktop,Puebla,Self-Service Portal,Internal Operations,Low,Medium,2026-04-25 17:35,2026-04-28 07:41,-9.9,0,No,No,Permanent fix applied,April 2026,4,Saturday
INC1039,P1,Service Desk,2026-04-26,2026-04-26,4,1.7,No,N/A,Password Reset,Access Requests,Monterrey,Monitoring,Retail Branches,High,High,2026-04-26 13:05,2026-04-26 14:47,-2.3,0,Yes,No,Configuration corrected,April 2026,4,Sunday
INC1125,P3,Service Desk,2026-04-26,2026-04-27,24,12.1,No,N/A,Account Lockout,End User Support,Mexico City,Self-Service Portal,Finance,Low,Low,2026-04-26 18:00,2026-04-27 06:06,-11.9,0,No,No,Permanent fix applied,April 2026,4,Sunday
INC1089,P2,Service Desk,2026-04-26,2026-04-26,8,3.0,No,N/A,Password Reset,End User Support,Monterrey,Self-Service Portal,Executive Users,High,Medium,2026-04-26 19:10,2026-04-26 22:10,-5.0,0,No,No,No fault found,April 2026,4,Sunday
INC1076,P2,Service Desk,2026-04-26,2026-04-27,8,3.1,No,N/A,Access Issue,End User Support,Monterrey,Monitoring,Internal Operations,Medium,Medium,2026-04-26 21:30,2026-04-27 00:36,-4.9,1,No,No,Permanent fix applied,April 2026,4,Sunday
INC1072,P4,Service Desk,2026-04-27,2026-05-01,72,95.9,Yes,High ticket volume,Access Issue,Access Requests,Puebla,Chat,Internal Operations,Low,Medium,2026-04-27 07:50,2026-05-01 07:44,23.9,2,Yes,No,Queue cleared,April 2026,4,Monday
INC1079,P3,Application,2026-04-27,2026-04-28,24,37.4,Yes,Vendor dependency,Data Issue,CRM Portal,Guadalajara,Chat,External Customers,Medium,Low,2026-04-27 08:50,2026-04-28 22:14,13.4,3,Yes,No,Vendor fix implemented,April 2026,4,Monday
INC1110,P3,Security,2026-04-27,2026-04-28,24,19.6,No,N/A,Phishing Report,SIEM Monitoring,Mexico City,Email,External Customers,Medium,Medium,2026-04-27 09:00,2026-04-28 04:36,-4.4,0,No,No,Resolved through workaround,April 2026,4,Monday
INC1091,P3,Service Desk,2026-04-27,2026-04-29,24,37.9,Yes,Delayed escalation,Misrouted Ticket,Password Management,Mexico City,Monitoring,Finance,Low,Low,2026-04-27 11:55,2026-04-29 01:49,13.9,3,Yes,No,Escalated and resolved,April 2026,4,Monday
INC1123,P2,Workplace,2026-04-27,2026-04-27,8,4.7,No,N/A,Device Issue,Microsoft 365,Mexico City,Chat,Internal Operations,High,Medium,2026-04-27 13:35,2026-04-27 18:17,-3.3,0,Yes,No,Configuration corrected,April 2026,4,Monday
INC1063,P4,Service Desk,2026-04-27,2026-04-28,72,31.3,No,N/A,How-to Request,Password Management,Mexico City,Email,Internal Operations,Low,Low,2026-04-27 15:40,2026-04-28 22:58,-40.7,0,No,No,Service restored,April 2026,4,Monday
INC1158,P3,Application,2026-04-27,2026-04-28,24,13.9,No,N/A,Data Issue,CRM Portal,Monterrey,Monitoring,Internal Operations,Medium,Low,2026-04-27 16:30,2026-04-28 06:24,-10.1,0,No,No,Resolved through workaround,April 2026,4,Monday
INC1047,P3,Workplace,2026-04-27,2026-04-28,24,12.2,No,N/A,Email/Collaboration,Microsoft 365,Puebla,Phone,Sales,Low,Low,2026-04-27 18:40,2026-04-28 06:52,-11.8,0,No,No,Permanent fix applied,April 2026,4,Monday
INC1075,P2,Service Desk,2026-04-27,2026-04-28,8,13.0,Yes,Knowledge gap,Password Reset,Access Requests,Guadalajara,Chat,Executive Users,High,High,2026-04-27 21:10,2026-04-28 10:10,5.0,1,Yes,No,Knowledge article created,April 2026,4,Monday
INC1046,P2,Infrastructure,2026-04-27,2026-04-28,8,5.5,No,N/A,Backup Failure,Backup Platform,Remote,Phone,Internal Operations,Medium,Medium,2026-04-27 21:45,2026-04-28 03:15,-2.5,0,Yes,No,Permanent fix applied,April 2026,4,Monday
INC1029,P2,Application,2026-04-28,2026-04-28,8,3.9,No,N/A,Deployment Defect,CRM Portal,Remote,Self-Service Portal,Finance,High,High,2026-04-28 06:15,2026-04-28 10:09,-4.1,0,No,No,Permanent fix applied,April 2026,4,Tuesday
INC1013,P3,Workplace,2026-04-28,2026-04-28,24,16.0,No,N/A,Software Install,Printing Services,Guadalajara,Monitoring,External Customers,Low,Medium,2026-04-28 06:40,2026-04-28 22:40,-8.0,0,No,No,Configuration corrected,April 2026,4,Tuesday
INC1145,P3,Network,2026-04-28,2026-04-29,24,18.3,No,N/A,Latency,Firewall Connectivity,Puebla,Self-Service Portal,Sales,Low,Medium,2026-04-28 09:00,2026-04-29 03:18,-5.7,0,No,No,No fault found,April 2026,4,Tuesday
INC1176,P2,Application,2026-04-28,2026-04-28,8,4.2,No,N/A,Application Error,Reporting Platform,Puebla,Email,Sales,High,Medium,2026-04-28 10:10,2026-04-28 14:22,-3.8,1,Yes,No,Configuration corrected,April 2026,4,Tuesday
INC1024,P3,Service Desk,2026-04-28,2026-04-30,24,39.5,Yes,Knowledge gap,Account Lockout,Knowledge Base,Mexico City,Self-Service Portal,Finance,Medium,Low,2026-04-28 10:15,2026-04-30 01:45,15.5,2,Yes,No,Knowledge article created,April 2026,4,Tuesday
INC1096,P4,Service Desk,2026-04-28,2026-05-02,72,90.1,Yes,Knowledge gap,Misrouted Ticket,End User Support,Mexico City,Chat,Retail Branches,Low,Low,2026-04-28 11:35,2026-05-02 05:41,18.1,3,Yes,No,Knowledge article created,April 2026,4,Tuesday
INC1119,P3,Network,2026-04-28,2026-04-29,24,16.5,No,N/A,Packet Loss,VPN,Monterrey,Self-Service Portal,Executive Users,Medium,Medium,2026-04-28 11:55,2026-04-29 04:25,-7.5,0,No,No,User guidance provided,April 2026,4,Tuesday
INC1173,P3,Service Desk,2026-04-28,2026-04-28,24,10.4,No,N/A,Misrouted Ticket,End User Support,Remote,Self-Service Portal,Sales,Medium,Medium,2026-04-28 11:55,2026-04-28 22:19,-13.6,0,No,No,Service restored,April 2026,4,Tuesday
INC1014,P3,Service Desk,2026-04-28,2026-04-29,24,20.6,No,N/A,Access Issue,End User Support,Guadalajara,Chat,Retail Branches,Low,Low,2026-04-28 15:50,2026-04-29 12:26,-3.4,0,No,No,Service restored,April 2026,4,Tuesday
INC1164,P3,Network,2026-04-28,2026-04-29,24,13.2,No,N/A,DNS Issue,Corporate LAN,Remote,Email,External Customers,Medium,Medium,2026-04-28 16:45,2026-04-29 05:57,-10.8,0,No,No,No fault found,April 2026,4,Tuesday
INC1095,P3,Application,2026-04-28,2026-04-29,24,7.9,No,N/A,Application Error,CRM Portal,Monterrey,Email,Finance,Medium,Medium,2026-04-28 16:50,2026-04-29 00:44,-16.1,0,No,No,User guidance provided,April 2026,4,Tuesday
INC1141,P2,Workplace,2026-04-28,2026-04-28,8,4.4,No,N/A,Email/Collaboration,Collaboration Tools,Guadalajara,Self-Service Portal,Internal Operations,High,High,2026-04-28 17:55,2026-04-28 22:19,-3.6,2,Yes,No,Service restored,April 2026,4,Tuesday
INC1175,P4,Application,2026-04-28,2026-04-30,72,50.3,No,N/A,Data Issue,Customer Mobile App,Toronto,Self-Service Portal,Internal Operations,Low,Medium,2026-04-28 18:25,2026-04-30 20:43,-21.7,0,No,No,Resolved through workaround,April 2026,4,Tuesday
INC1090,P2,Application,2026-04-29,2026-04-30,8,18.5,Yes,Vendor dependency,Performance Degradation,CRM Portal,Mexico City,Monitoring,Finance,Medium,Medium,2026-04-29 12:00,2026-04-30 06:30,10.5,2,Yes,No,Vendor fix implemented,April 2026,5,Wednesday
INC1062,P3,Service Desk,2026-04-29,2026-04-30,24,11.5,No,N/A,How-to Request,Knowledge Base,Guadalajara,Chat,Executive Users,Low,Low,2026-04-29 15:00,2026-04-30 02:30,-12.5,0,No,No,Configuration corrected,April 2026,5,Wednesday
INC1168,P2,Application,2026-04-29,2026-04-30,8,11.3,Yes,Vendor dependency,Data Issue,Customer Mobile App,Mexico City,Monitoring,Finance,High,High,2026-04-29 15:25,2026-04-30 02:43,3.3,2,Yes,No,Vendor fix implemented,April 2026,5,Wednesday
INC1170,P4,Network,2026-04-29,2026-05-01,72,49.5,No,N/A,Connectivity Issue,VPN,Puebla,Self-Service Portal,Internal Operations,Low,Low,2026-04-29 18:15,2026-05-01 19:45,-22.5,0,No,No,User guidance provided,April 2026,5,Wednesday
INC1137,P2,Service Desk,2026-04-29,2026-04-29,8,3.7,No,N/A,Access Issue,IT Service Portal,Puebla,Monitoring,External Customers,High,High,2026-04-29 19:35,2026-04-29 23:17,-4.3,0,Yes,No,Permanent fix applied,April 2026,5,Wednesday
INC1098,P4,Application,2026-04-30,2026-05-01,72,32.4,No,N/A,Application Error,ERP Platform,Mexico City,Self-Service Portal,External Customers,Low,Low,2026-04-30 10:00,2026-05-01 18:24,-39.6,0,No,No,Permanent fix applied,April 2026,5,Thursday
INC1101,P4,Workplace,2026-04-30,2026-05-02,72,55.1,No,N/A,Software Install,Laptop/Desktop,Puebla,Self-Service Portal,Sales,Low,Medium,2026-04-30 13:00,2026-05-02 20:06,-16.9,0,No,No,Configuration corrected,April 2026,5,Thursday
INC1027,P3,Application,2026-04-30,2026-05-01,24,11.0,No,N/A,Performance Degradation,CRM Portal,Guadalajara,Self-Service Portal,Sales,Low,Low,2026-04-30 13:20,2026-05-01 00:20,-13.0,0,No,No,Configuration corrected,April 2026,5,Thursday
INC1151,P4,Service Desk,2026-04-30,2026-05-01,72,27.6,No,N/A,How-to Request,End User Support,Guadalajara,Phone,Internal Operations,Low,Medium,2026-04-30 16:25,2026-05-01 20:01,-44.4,0,No,No,Known error matched,April 2026,5,Thursday
INC1082,P4,Application,2026-04-30,2026-05-01,72,25.2,No,N/A,Application Error,Customer Mobile App,Toronto,Self-Service Portal,Executive Users,Low,Medium,2026-04-30 17:00,2026-05-01 18:12,-46.8,0,No,No,No fault found,April 2026,5,Thursday
INC1059,P4,Network,2026-04-30,2026-05-02,72,31.6,No,N/A,Packet Loss,VPN,Puebla,Email,External Customers,Low,Medium,2026-04-30 17:10,2026-05-02 00:46,-40.4,0,No,No,Known error matched,April 2026,5,Thursday
INC1071,P2,Workplace,2026-04-30,2026-05-01,8,3.9,No,N/A,Software Install,Printing Services,Toronto,Self-Service Portal,Internal Operations,High,Medium,2026-04-30 22:10,2026-05-01 02:04,-4.1,1,No,No,Known error matched,April 2026,5,Thursday
